Site    ,Name                                     ,Lat       ,Lon      ,Start    ,End      , Years ,  %  ,AWS
72081,HOLBROOK (MOORAK)                        ,-35.6617,147.3776,1/1/1967,1/12/2011,37.1,82,  N
72101,HOLBROOK (NARRABILLA)                    ,-35.7112,147.4859,1/8/1969,1/3/2022,52.7,100,  N
72037,HOLBROOK (NARRAWA)                       ,-35.7524,147.4678,1/6/1951,1/12/2014,48.2,76,  N
72022,HOLBROOK (RSL)                           ,-35.7225,147.3178,NA,1/8/2011,126.9,100,  N
61161,HOLBROOK (WIDDEN VALLEY)                 ,-32.65,150.35,1/10/1960,1/1/1972,10.8,96,  N
70311,HOLDER CITY PARK                         ,-35.3319,149.0506,1/2/1983,1/12/1988,5.8,99,  N
66154,HOLDSWORTHY AIR CAVALRY                  ,-33.95,150.95,1/2/1970,1/12/1974,4.8,98,  N
61253,HOLGATE (WATTLE TREE ROAD)               ,-33.4,151.4167,1/5/1968,1/3/1972,3.8,96,  N
60125,HOLLISDALE (PAPPINBARRA RD)              ,-31.3923,152.538,1/7/1983,1/2/2022,38.5,99,  N
66161,HOLSWORTHY AERODROME AWS                 ,-33.9925,150.9489,1/9/2012,1/3/2022,9.6,100,  Y
67117,HOLSWORTHY CONTROL RANGE                 ,-33.9795,150.9254,1/6/1998,1/9/2014,16.3,100,  Y
68263,HOLSWORTHY DEFENCE AWS                   ,-34.081,150.9009,1/12/2017,1/3/2022,4.3,100,  Y
70336,HOLTS FLAT (BELLEVUE)                    ,-36.5971,149.2974,1/10/1993,1/2/2022,27.9,98,  N
70207,HOLTS FLAT (ROCKDALE)                    ,-36.6439,149.2644,1/1/1967,1/6/1988,21.5,100,  N
66026,HOMEBUSH                                 ,-33.9,151.1,1/11/1924,1/6/1952,27.7,100,  N
70241,HONEYSUCKLE CREEK                        ,-35.5833,148.9833,1/8/1967,1/11/1981,14.3,99,  N
63107,HONEYSUCKLE FALLS                        ,-33.5667,149.9333,1/7/1954,1/4/1955,0.8,100,  N
74100,HOPEFIELD (BARNWEAL)                     ,-35.9047,146.445,1/7/1929,1/7/2021,52.4,57,  N
66159,HORNSBY (MOUNT WILGA)                    ,-33.6939,151.0925,1/2/1969,1/12/1987,15.1,80,  N
66028,HORNSBY (PRETORIA PARADE)                ,-33.7083,151.0839,1/12/1923,1/5/1995,62,87,  N
67065,HORNSBY (SWIMMING POOL)                  ,-33.7017,151.0958,1/2/2008,1/3/2022,11.8,83,  N
66107,HORNSBY JUNCTION (THORNLEIGH)            ,-33.8,151.1,NA,1/12/1926,35.8,97,  N
66106,HORNSBY MURIEL STREET                    ,-33.7,151.1,1/1/1923,1/8/1930,7.6,99,  N
66027,HORNSBY MWSDB                            ,-33.7,151.1,1/12/1946,1/9/1973,26.7,99,  N
67119,HORSLEY PARK EQUESTRIAN CENTRE AWS       ,-33.851,150.8567,1/9/1997,1/3/2022,24.6,100,  Y
70048,HOSKINTOWN RADIO OBSERVATORY             ,-35.3705,149.4251,1/5/1926,1/1/2020,76.5,82,  N
56060,HOWELL                                   ,-29.9,151,1/8/1901,1/1/1943,36.7,88,  N
56058,HOWELL (WATTLEGROVE)                     ,-29.9475,151.0369,1/8/2000,1/7/2008,7.9,99,  N
61210,HOWES SWAMP                              ,-33.1333,150.6833,1/11/1962,1/6/1963,0.7,100,  N
61110,HOWES VALLEY (COMMISSION RD)             ,-32.8736,150.7921,1/7/2001,1/3/2022,20.8,100,  N
61030,HOWES VALLEY (KINDARUN)                  ,-32.8667,150.8333,1/1/1914,1/12/1975,62,100,  N
61296,HOWES VALLEY (OWENSDALE)                 ,-32.9233,150.7267,1/11/1970,1/4/1995,23.6,96,  N
61162,HOWES VALLEY (PUTTY RD)                  ,-32.8446,150.8398,1/4/1959,1/3/2022,27.2,43,  N
74054,HOWLONG POST OFFICE                      ,-35.9787,146.6274,NA,1/3/2012,126.5,99,  N
67120,HOXTON PARK (RANIERI PLACE)              ,-33.9319,150.8553,1/2/1998,1/2/2000,2.1,100,  N
72023,HUME RESERVOIR                           ,-36.1039,147.0329,1/1/1922,1/3/2022,100.3,100,  N
72024,HUMULA (RYLANDS)                         ,-35.5006,147.7656,1/8/1942,1/8/2018,75.6,99,  N
72102,HUMULA STATION                           ,-35.4833,147.7667,NA,1/7/1984,59.2,67,  N
48178,HUNGERFORD (WILLARA)                     ,-29.2383,144.5697,1/9/2008,1/2/2022,13.5,100,  N
61185,HUNTER RIVER (GLENBAWN DAM D/S)          ,-32.1125,150.9917,1/3/1972,1/3/2022,4.8,10,  N
61163,HUNTER SPRINGS                           ,-31.85,151.4333,1/12/1960,1/2/1970,9,97,  N
61346,HUNTER SPRINGS (WONDECLA)                ,-31.8626,151.4398,1/1/1971,1/3/2022,50.6,99,  N
66109,HUNTERS HILL (THE BUNGALOW)              ,-33.8,151.1,NA,1/2/1943,50.2,100,  N
66108,HUNTERS HILL ST JOSEPHS COLLEG           ,-33.8333,151.1333,1/1/1916,1/12/1923,8,100,  N
70093,HUNTLY                                   ,-35.2804,148.9783,1/7/1956,1/12/2015,59.4,100,  N
58114,HUON BROOK (MULLUMBIMBY)                 ,-28.5667,153.3667,1/11/1965,1/3/1977,11.4,100,  N
47011,HUONVILLE                                ,-32.1,141.6,1/7/1902,1/2/1960,57.7,100,  N
66069,HURSTVILLE GROVE (WAITARA PARADE)        ,-33.9833,151.1,1/8/1952,1/12/1981,29.4,100,  N
66029,HURSTVILLE MCLEOD STREET                 ,-33.9667,151.1,1/1/1928,1/4/1953,23.6,93,  N
68078,HYMAS BEACH CYRUS STREET                 ,-35.1,150.7,1/1/1960,1/11/1974,14.9,100,  N
60019,HYNDMAN                                  ,-31.6,152.2,1/6/1914,1/1/1956,34.5,83,  N
62029,ILFORD (TARA)                            ,-32.9809,149.8098,1/1/1928,1/12/2021,93.5,99,  N
62031,ILFORD (WARRANGUNYAH)                    ,-32.948,149.7746,NA,1/12/2010,102.4,89,  N
68145,ILKEY MOOR                               ,-34.6,150.2,1/1/1942,1/10/1948,6.8,100,  N
73018,ILLABO (CLOCK MUSEUM)                    ,-34.8154,147.7378,1/4/1903,1/11/2004,62.3,61,  N
51027,ILLABUNDA                                ,-31.1,147.3,1/1/1928,1/12/1954,26.9,100,  N
58149,ILUKA (OWEN ST)                          ,-29.4053,153.3526,1/6/1970,1/4/2010,38.5,96,  N
71036,INGEBYRA (GREEN LAWNS)                   ,-36.6333,148.5,1/5/1969,1/7/1974,5.3,100,  N
71042,INGEBYRA (GROSSES PLAINS)                ,-36.6022,148.4677,1/2/1971,1/7/2015,44.5,100,  N
71006,INGEBYRA BARRY WAY                       ,-36.65,148.4833,1/3/1945,1/12/1974,29.4,99,  N
51107,INGELARA (BELARINGAR)                    ,-31.7667,147.6,1/11/1908,1/3/1918,9.4,100,  N
66190,INGLEBURN (SACKVILLE STREET)             ,-34.0117,150.8647,1/12/1992,1/1/2019,26.2,100,  N
66123,INGLESIDE                                ,-33.6833,151.2667,1/5/1964,1/12/1977,6.3,46,  N
66183,INGLESIDE (ANIMAL WELFARE LEAGUE NSW)    ,-33.671,151.274,1/1/1984,1/12/2012,27,93,  N
47109,INKERMAN                                 ,-31.9772,142.153,1/8/2017,1/3/2022,4.7,100,  Y
48191,INNISFAIL                                ,-29.5333,146.6333,1/3/1912,1/12/1919,7.1,90,  N
54112,INVENTURE                                ,-30.2167,150.8167,1/1/1965,1/2/1968,2.5,79,  N
50021,INVERARY                                 ,-32.2,147.9,1/1/1932,1/3/1970,38.2,100,  N
56116,INVERELL (AVONDALE)                      ,-29.8167,151.05,1/1/1959,1/2/1969,10.2,100,  N
56237,INVERELL (ELSMORE VILLAGE)               ,-29.8025,151.2726,1/12/2000,1/3/2022,21.3,100,  N
54077,INVERELL (GLENDOWNE)                     ,-29.6871,151.0707,1/9/1958,1/12/2015,53.4,93,  N
56107,INVERELL (LAURISTON)                     ,-29.7833,151.1833,1/9/1958,1/5/1967,8.3,94,  N
54133,INVERELL (OAKLEIGH)                      ,-29.65,151.05,1/1/1972,1/7/1993,5.1,24,  N
54064,INVERELL (PINDAROI)                      ,-29.5167,151.2833,1/8/1958,1/12/1970,12.3,99,  N
56242,INVERELL (RAGLAN ST)                     ,-29.7796,151.1121,1/3/1995,1/3/2022,27.1,100,  N
54158,INVERELL (ROSENEATH)                     ,-29.7833,150.9667,NA,1/5/1909,18.4,100,  N
56108,INVERELL (TAUNTON)                       ,-29.7333,151.3,1/8/1958,1/12/1969,11.4,100,  N
54058,INVERELL (TONGARRA)                      ,-29.5,151.0167,1/9/1958,1/11/1973,14.5,95,  N
54078,INVERELL (WANDERA)                       ,-29.6754,151.1527,1/8/1958,1/2/2022,63.4,100,  N
54072,INVERELL (WOGAMIA)                       ,-29.6,151.1333,1/8/1958,1/4/1964,5.8,100,  N
56209,INVERELL (YARRAWONGA)                    ,-29.7333,151.0833,1/8/1958,1/9/1973,15.2,100,  N
56017,INVERELL COMPARISON                      ,-29.7783,151.1114,NA,1/11/1997,123.7,100,  N
56018,INVERELL RESEARCH CENTRE                 ,-29.7752,151.082,1/5/1949,1/3/2022,72.3,99,  Y
60038,INVERGORDON                              ,-32.05,151.7333,1/2/1954,1/10/1954,0.8,100,  N
56244,INVERGOWRIE (KENDALL RD)                 ,-30.5093,151.5155,1/7/2007,1/3/2018,10.8,100,  N
63153,INVERNESS                                ,-33.5833,149.7667,1/9/1959,1/12/1967,8.3,100,  N
49018,IRISH LORDS                              ,-32.95,144.85,NA,1/7/1962,56.8,85,  N
55216,IRON BARK                                ,-30.45,150.7167,NA,1/12/1917,16.6,88,  N
71031,ISLAND BEND                              ,-36.3333,148.4833,1/2/1952,1/10/1967,15.8,100,  N
49127,IVANHOE (ABBOTSFORD NORTH)               ,-33,144.35,NA,1/12/1904,28,100,  N
49103,IVANHOE (BADEN PARK)                     ,-32.1698,144.2007,NA,1/3/2022,48.8,38,  N
47054,IVANHOE (BEILPAJAH)                      ,-32.9667,143.8167,NA,1/8/1978,41.2,43,  N
49061,IVANHOE (BERANGABAH)                     ,-32.3884,144.7456,1/7/1999,1/3/2022,22.8,100,  N
49003,IVANHOE (BONUNA)                         ,-32.6667,144.25,NA,1/7/1956,58.1,80,  N
49063,IVANHOE (KILFERA)                        ,-33.052,144.1444,NA,1/3/2022,103.4,69,  N
49113,IVANHOE (KOONABURRA)                     ,-32.2,144.7,1/5/1911,1/7/1949,28.3,74,  N
49131,IVANHOE (LIGNUM PARK)                    ,-33.1492,144.4768,1/1/2004,1/11/2007,3.8,98,  N
47022,IVANHOE (MT MANARA)                      ,-32.4759,143.9396,NA,1/1/2022,112.3,83,  N
47112,IVANHOE (OVERNEWTON)                     ,-32.9416,143.5386,1/8/2017,1/3/2022,4.7,100,  Y
49021,IVANHOE (WOKABITY)                       ,-33.0444,144.2354,1/6/1954,1/8/2007,52,98,  N
49000,IVANHOE AERODROME AWS                    ,-32.8833,144.3092,1/2/2000,1/3/2022,22.2,100,  Y
49019,IVANHOE POST OFFICE                      ,-32.8999,144.2995,NA,1/1/2016,129.7,99,  N
57068,JACKADGERY OLD POST OFFICE               ,-29.5717,152.5417,1/12/1964,1/7/1997,32.7,100,  N
53016,JACKS CREEK 2 FORESTRY                   ,-30.45,149.7,1/1/1919,1/4/1956,37,99,  N
68209,JAMBEROO  (DRUEWALLA)                    ,-34.6557,150.7293,1/11/1963,1/11/2016,49.4,93,  N
68032,JAMBEROO (LORNA)                         ,-34.65,150.7833,NA,1/12/1977,92,99,  N
68035,JAMBEROO (THE RIDGE)                     ,-34.6642,150.7586,1/1/1992,1/2/2022,30.2,100,  N
70049,JEIR                                     ,-35.1,149,NA,1/6/1993,55.3,55,  N
63165,JENOLAN 2                                ,-33.8333,150.0333,1/9/1959,1/7/1994,14.4,41,  N
57017,JEOGLA (JEOLGA OLD.SF.SITE)              ,-30.6167,152.1833,1/1/1929,1/6/1994,43,66,  N
57011,JEOGLA STATION                           ,-30.5774,152.1099,1/1/1907,1/12/2021,114.9,100,  N
70304,JERANGLE (ANEMBO)                        ,-35.8333,149.4333,1/4/1903,1/1/1907,3.8,100,  N
70321,JERANGLE (LYONS CREEK)                   ,-35.747,149.3515,1/11/1985,1/12/2021,36.2,100,  N
74198,JERILDERIE (COREE STN)                   ,-35.35,145.45,NA,1/12/1977,88.6,89,  N
74040,JERILDERIE (POOGINOOK)                   ,-34.8817,145.7595,NA,1/2/2022,116.6,87,  N
74124,JERILDERIE (YANKO STATION)               ,-35.1667,145.7667,NA,1/12/1976,107.6,100,  N
74055,JERILDERIE TREATMENT WORKS               ,-35.3475,145.7257,NA,1/2/2022,133,98,  N
70261,JERRABATTGULLA (GILSTON)                 ,-35.6904,149.5869,1/10/1971,1/2/2022,48.4,96,  N
63243,JERRONG (BELVEDERE)                      ,-34.1667,149.85,1/9/1962,1/11/1979,15.3,89,  N
61171,JERRYS PLAINS (CARRINGTON)               ,-32.5167,150.9667,1/4/1959,1/8/1987,28.4,100,  N
61086,JERRYS PLAINS POST OFFICE                ,-32.4963,150.9106,NA,1/4/2014,128.3,99,  N
68151,JERVIS BAY (POINT PERPENDICULAR AWS)     ,-35.0936,150.8049,1/5/2001,1/3/2022,20.9,100,  Y
68034,JERVIS BAY (POINT PERPENDICULAR LIGHTHOU ,-35.0936,150.8048,NA,1/6/2004,104.9,100,  N
68079,JERVIS BAY NATURE RESERVE                ,-35.1319,150.7056,1/3/1958,1/5/1993,34.1,97,  N
68264,JERVIS BAY NSW (JERVIS BAY AIRFIELD AWS) ,-35.144,150.6974,1/10/2018,1/3/2022,3.5,100,  Y
74219,JESSIE PARK                              ,-34.3333,146.7833,1/1/1912,1/12/1917,5.9,99,  N
70050,JIMENBUEN                                ,-36.7,148.9,NA,1/10/1967,70.5,89,  N
71007,JINDABYNE                                ,-36.416,148.6092,1/1/1939,1/3/2005,38.8,59,  N
71071,JINDABYNE (CARYINYA LANE)                ,-36.4722,148.6232,1/1/2004,1/2/2022,18.2,100,  N
71021,JINDABYNE (GLOCHINBAH)                   ,-36.4818,148.5873,1/11/1906,1/2/2022,110.3,96,  N
71069,JINDABYNE (LINCRIST)                     ,-36.3461,148.6728,1/10/1991,1/9/1993,2,100,  N
71033,JINDABYNE (SNOWLINE)                     ,-36.4167,148.6,1/1/1967,1/5/1975,8.4,100,  N
71008,JINDABYNE PUBLIC SCHOOL                  ,-36.4,148.6,NA,1/4/1952,44.8,84,  N
71009,JINDABYNE WEST (HIAWATHA)                ,-36.4,148.6,NA,1/12/1966,70.1,82,  N
74134,JINDERA (MURRUMBATEMAN)                  ,-36,146.9,1/11/1913,1/12/1918,5.2,100,  N
74056,JINDERA POST OFFICE                      ,-35.9544,146.8891,NA,1/7/2013,128.3,99,  N
74057,JINDERA PUBLIC SCHOOL                    ,-36,146.9,1/3/1919,1/12/1955,36.3,99,  N
72065,JINGELLIC                                ,-35.9,147.6,NA,1/12/1939,48.8,91,  N
72025,JINGELLIC (MORNING SIDE)                 ,-35.9286,147.7053,1/1/1930,1/1/2012,54.9,67,  N
68089,JOADJA (GREENWALK)                       ,-34.4295,150.2354,1/8/1959,1/2/2017,55.8,97,  N
63156,JOCELYN (SWEET BRIAR)                    ,-33.65,149.7833,1/8/1959,1/12/1976,17.4,100,  N
72026,JOUNAMA STATE FOREST                     ,-35.6,148.45,1/1/1922,1/2/1994,34.8,48,  N
49020,JUANBUNG                                 ,-34.2,143.9167,NA,1/3/1968,78.9,96,  N
73080,JUGIONG                                  ,-34.8333,148.3833,NA,1/4/1926,26.4,97,  N
73027,JUGIONG (MYRELLA)                        ,-34.7902,148.2632,1/1/2001,1/8/2004,3.7,100,  N
73117,JUGIONG (WIDGEONGULLY)                   ,-34.8667,148.3333,1/4/1968,1/12/1978,10.5,98,  N
50089,JUMBLE PLAINS                            ,-32.5333,147.4667,NA,1/11/1914,35.1,98,  N
72066,JUMPERS CREEK ARGALONG 2                 ,-35.3667,148.5333,1/4/1902,1/6/1920,18.3,100,  N
69056,JUMPING CREEK                            ,-36.5167,149.4667,1/1/1963,1/5/1964,1.4,100,  N
49072,JUMPING SAND HILL WELL                   ,-33.5,144.7,NA,1/1/1945,52.6,91,  N
73116,JUNEE (BREFFNI)                          ,-34.7095,147.553,1/11/1968,1/2/2022,53.3,100,  N
73081,JUNEE JUNCTION                           ,-34.8,147.5,NA,1/3/1925,41.2,98,  N
73099,JUNEE REEFS (CLEAR HILLS)                ,-34.6218,147.6199,NA,1/11/2017,56.8,47,  N
73031,JUNEE REEFS (NOORLA)                     ,-34.65,147.6,NA,1/7/1976,89.6,100,  N
73019,JUNEE TREATMENT WORKS                    ,-34.8456,147.5714,NA,1/3/2022,126.3,97,  N
47012,JUTLAND                                  ,-32.1,141.65,1/4/1937,1/11/1946,6.8,71,  N
70052,KADOONA                                  ,-35.8,149.6333,1/11/1950,1/6/1952,1.7,100,  N
70051,KAIN (CLAIRMONT)                         ,-35.7333,149.5667,1/1/1952,1/11/1969,3.8,21,  N
46010,KAKOYARRA                                ,-31.8,141.7,1/10/1936,1/2/1949,8.7,70,  N
59146,KALANG (KOOROOWI (SHARABEL))             ,-30.4686,152.8187,1/9/2007,1/3/2022,14.6,100,  N
59148,KALANG (SPICKETTS CK (NOONANNIE))        ,-30.5617,152.8708,1/9/2007,1/3/2022,14.1,97,  N
59119,KALANG (WYEMBAH)                         ,-30.5167,151.6833,1/5/1933,1/3/1991,4.1,7,  N
59016,KALANG ROAD                              ,-30.5,152.7333,1/1/1940,1/1/1974,31.3,92,  N
47055,KALEENTHA LOOP                           ,-32.6167,143.0333,1/3/1954,1/3/1955,1.1,100,  N
48051,KALLARA                                  ,-30.9,144.5,NA,1/11/1953,76.9,100,  N
74233,KAMARAH (WANGRABELLE)                    ,-34.232,146.7389,1/6/1968,1/12/2006,29.3,76,  N
70292,KAMBAH (MURRUMBIDGEE COUNTRY CLUB)       ,-35.3894,149.04,1/4/1978,1/10/2007,24.6,83,  N
69107,KAMERUKA (KAMERUKA ESTATE)               ,-36.7385,149.7101,1/1/1901,1/5/2015,114.4,100,  N
62016,KANDOS                                   ,-32.8667,149.9667,1/8/1938,1/8/1967,29.1,100,  N
62017,KANDOS CEMENT WORKS                      ,-32.8647,149.9745,1/1/1951,1/5/2011,60.1,99,  N
68073,KANGALOOM E (GLEN MAVIS)                 ,-34.5167,150.5333,1/1/1953,1/3/1979,24.4,93,  N
68179,KANGALOON POST OFFICE                    ,-34.55,150.5333,1/11/1968,1/4/1976,7.4,99,  N
58138,KANGAROO CREEK  (HAYFIELD)               ,-29.8544,152.903,1/4/1937,1/2/2022,80,94,  N
58074,KANGAROO CREEK (JALOOM)                  ,-29.9312,152.8659,1/10/1962,1/12/2017,54.8,99,  N
68077,KANGAROO VALLEY                          ,-34.75,150.5,NA,1/5/1919,15.2,76,  N
68029,KANGAROO VALLEY (BUDGONG)                ,-34.7796,150.4614,1/12/1999,1/12/2019,20.1,100,  N
68167,KANGAROO VALLEY (GLENGARRY)              ,-34.7281,150.4517,1/8/2000,1/5/2002,1.8,100,  N
68036,KANGAROO VALLEY (MAIN RD)                ,-34.7358,150.5332,1/8/1914,1/11/2020,97.5,92,  N
73023,KANGIARA (LAVERSTOCK)                    ,-34.6057,148.7869,1/12/1901,1/1/2022,113.8,95,  N
63152,KANIMBLA VALLEY (GWENLEA)                ,-33.6689,150.21,1/8/1959,1/5/1991,25.3,79,  N
55246,KANKOOL (THE COTTAGE)                    ,-31.7,150.7833,NA,1/10/1972,92.8,100,  N
69146,KANOONA   (BRINDABELLA)                  ,-36.7535,149.7696,1/1/1994,1/6/2006,12.5,100,  N
74272,KAPOOKA (DEFENCE)                        ,-35.1327,147.2512,1/9/2017,1/3/2022,4.6,100,  Y
74242,KAPOOKA BLAMEY BARRACKS                  ,-35.15,147.2833,1/11/1968,1/12/1973,5.1,98,  N
61236,KARAGI (TUGGERAH LAKES)                  ,-33.3833,151.4833,1/6/1905,1/10/1919,13.3,92,  N
61355,KARIONG (GREENWAY CLOSE)                 ,-33.4436,151.2917,1/1/1986,1/11/1997,6.4,54,  N
63134,KAROO (MEADOW FLAT)                      ,-33.4333,149.9333,1/8/1959,1/10/1966,6.4,88,  N
61157,KARS SPRINGS (TWINS HILLS)               ,-31.8667,150.5833,1/12/1960,1/3/1971,10.1,98,  N
61306,KARS SPRINGS (WELLDUN)                   ,-31.8988,150.658,1/4/1971,1/3/2022,38.6,76,  N
62018,KATELLA                                  ,-32.7,149.2,NA,1/4/1949,60.3,100,  N
63039,KATOOMBA (FARNELLS RD)                   ,-33.7139,150.2953,NA,1/3/2022,135.6,99,  N
55276,KEEPIT DAM                               ,-30.8828,150.4928,1/4/1955,1/2/2022,66.7,100,  N
55305,KEEPIT DAM D/S (NAMOI RIVER)             ,-30.8919,150.49,1/2/2004,1/9/2010,0.5,7,  N
49073,KEEWONG (IVANHOE)                        ,-32.2,145,1/1/1917,1/12/1930,10.2,73,  N
70053,KEEWONG 2                                ,-35.6,149.2,1/1/1926,1/8/1953,27.7,100,  N
56019,KELLYS PLAIN (HAROLDSTON)                ,-30.6,151.6,1/11/1900,1/12/1949,49.1,100,  N
67012,KELLYVILLE                               ,-33.75,151,1/2/1930,1/3/1951,16.6,78,  N
55274,KELVIN (CARELLAN)                        ,-30.7783,150.4339,1/1/1909,1/6/2013,104.2,100,  N
55201,KELVIN (KAHANA)                          ,-30.8236,150.3171,1/1/1903,1/6/2021,105.9,89,  N
55266,KELVIN (NARRAWARRA)                      ,-30.65,150.4833,1/12/1966,1/12/1979,13.1,100,  N
68237,KEMBLA GRANGE RACECOURSE                 ,-34.4724,150.8178,1/2/1994,1/6/2003,5.4,58,  N
68147,KEMBLA HEIGHTS 1                         ,-34.4333,150.8,NA,1/12/1919,23.9,99,  N
68173,KEMBLA HEIGHTS CORDEAUX ROAD             ,-34.4333,150.8,1/4/1967,1/4/1968,1.1,100,  N
68146,KEMBLA HEIGHTS MWSDB                     ,-34.4167,150.8167,1/8/1956,1/7/1973,16.8,99,  N
59116,KEMPSEY (EVER REST)                      ,-31.1053,152.8767,1/7/1962,1/11/1993,25.3,81,  N
59017,KEMPSEY (WIDE STREET)                    ,-31.077,152.8235,NA,1/1/2015,132.2,99,  N
59007,KEMPSEY AIRPORT AWS                      ,-31.0711,152.7717,1/2/2001,1/3/2022,21.2,100,  Y
63193,KEMPTON                                  ,-34.3,149.6,1/1/1903,1/3/1945,42.3,100,  N
61109,KENALEA                                  ,-32.1,151.1,NA,1/5/1928,34,100,  N
60039,KENDALL FORESTRY                         ,-31.6367,152.7061,1/4/1954,1/10/1991,37.1,99,  N
60020,KENDALL POST OFFICE                      ,-31.632,152.7048,NA,1/5/2012,112.8,100,  N
53081,KENEBRI (CUMBIL)                         ,-30.8043,149.1246,1/9/1966,1/2/2022,51,92,  N
53073,KENEBRI (ELLERSLIE)                      ,-30.7632,149.0008,1/1/1967,1/2/2022,55.1,100,  N
48161,KENILWORTH                               ,-30.6,146.2,NA,1/8/1937,53.7,100,  N
68037,KENNY HILL                               ,-34.05,150.7667,1/7/1925,1/9/1970,45.3,100,  N
51108,KENSINGTON (NEWLANDS)                    ,-30.5,148.35,NA,1/12/1924,30.7,100,  N
67078,KENTHURST                                ,-33.6667,151.0167,NA,1/11/1920,30.3,97,  N
63159,KENTUCKY                                 ,-33.7667,149.75,1/9/1959,1/5/1969,9.6,98,  N
55114,KENTUCKY (STANDBYE)                      ,-30.75,151.3667,1/1/1956,1/12/1978,17.1,74,  N
56073,KENTUCKY (VALE VIEW)                     ,-30.7825,151.4517,1/4/2002,1/11/2014,12.6,99,  N
73020,KENYU                                    ,-34.1833,148.8,1/1/1914,1/9/1964,50.3,99,  N
75104,KERARBURY                                ,-34.5,145.7,NA,1/11/1928,35.2,88,  N
75036,KERI KERI                                ,-34.9,143.9,NA,1/1/1951,70.3,96,  N
62081,KERRABEE (ADNAMIRA)                      ,-32.4194,150.3167,1/6/1968,1/12/1994,20.4,77,  N
62046,KERRABEE (MURRUMBO)                      ,-32.4081,150.2425,1/1/1951,1/5/2015,58.3,91,  N
61203,KERRABEE (WIDDEN)                        ,-32.5167,150.3667,1/10/1960,1/3/1968,6.8,91,  N
70148,KERRAWARRA                               ,-34.5333,150.0167,1/9/1960,1/4/1964,3.7,100,  N
70133,KERRAWARY                                ,-34.5,150.0333,1/8/1959,1/11/1965,3.8,59,  N
48163,KERRIGUNDI TANK                          ,-30.95,145.1333,NA,1/10/1924,28.3,84,  N
51163,KEVELINE                                 ,-30.4934,147.9422,1/8/2017,1/3/2022,4.6,98,  Y
72170,KHANCOBAN (INDI)                         ,-36.2592,148.0457,1/2/2005,1/1/2018,13,100,  N
72162,KHANCOBAN AWS                            ,-36.2304,148.1405,1/1/1997,1/3/2022,25.1,99,  Y
72060,KHANCOBAN SMHEA                          ,-36.2254,148.1431,1/1/1961,1/5/2011,50.3,100,  N
70179,KIALLA                                   ,-34.55,149.4667,NA,1/9/1932,32.8,90,  N
70284,KIALLA (GLEN ABER)                       ,-34.5333,149.45,1/10/1974,1/5/1981,6.6,99,  N
68242,KIAMA (BOMBO HEADLAND)                   ,-34.6532,150.8609,1/12/2001,1/3/2022,15.3,75,  Y
68252,KIAMA (BRIGHTON ST)                      ,-34.6708,150.8497,1/8/2003,1/3/2022,18,96,  N
68038,KIAMA BOWLING CLUB                       ,-34.675,150.8519,NA,1/5/2011,111.1,97,  N
71010,KIANDRA CHALET                           ,-35.8833,148.5,NA,1/8/1974,100.1,92,  N
72027,KIANDRA KINGS CROSS                      ,-35.9333,148.4333,1/1/1952,1/5/1956,2.1,47,  N
73082,KIAREE                                   ,-34.9667,147.8667,1/6/1902,1/12/1923,21.3,99,  N
55278,KIBAH                                    ,-30.9833,150.4167,NA,1/10/1918,33.8,97,  N
55028,KICKERBELL                               ,-31.55,150.35,NA,1/12/1972,87,100,  N
73083,KIKIOMAH                                 ,-34.2833,148.1333,NA,1/2/1917,21.8,98,  N
75037,KIKOIRA POST OFFICE                      ,-33.65,146.6833,1/9/1933,1/7/1972,18.3,47,  N
57012,KILCOY                                   ,-30.4333,152,1/1/1915,1/8/1974,59.5,100,  N
74058,KILDARY                                  ,-34.1167,147,NA,1/12/1964,82.5,99,  N
74059,KILDONAN                                 ,-35.85,145.8333,NA,1/1/1972,77.1,100,  N
53065,KILGOWLA                                 ,-29.7833,149.7667,NA,1/6/1918,26,100,  N
60147,KILLABAKH                                ,-31.7347,152.4,1/12/2003,1/3/2022,17.9,98,  N
49135,KILLALA                                  ,-31.9945,145.9736,1/8/2017,1/3/2022,4.7,100,  Y
49022,KILLALA                                  ,-32.0667,146,1/12/1949,1/12/1951,2.1,100,  N
66105,KILLARA                                  ,-33.7667,151.1667,1/7/1909,1/1/1922,12.3,97,  N
66031,KILLARA (METRO)                          ,-33.7667,151.1667,1/1/1943,1/6/1951,8.5,100,  N
60122,KILLAWARRA (URALBA)                      ,-31.8922,152.2739,1/5/1981,1/3/2022,40.9,100,  N
74060,KILNYANA WEST                            ,-35.8,145.9,NA,1/10/1950,64.5,98,  N
74156,KILNYANA WEST 2                          ,-35.7833,145.8333,NA,1/2/1909,11.6,95,  N
47025,KINALUNG (MUNKA)                         ,-32.0644,141.8925,1/4/1937,1/9/1997,59.6,98,  N
47015,KINCHEGA                                 ,-32.45,142.4,NA,1/1/1953,77.8,100,  N
61248,KINCUMBER                                ,-33.4667,151.4,1/6/1967,1/9/1975,8.3,100,  N
60116,KINDEE BRIDGE (HASTINGS RIVER)           ,-31.4367,152.4633,1/2/2002,1/3/2022,20,99,  N
67042,KINGS LANGLEY (SOLANDER RD)              ,-33.761,150.9498,1/1/1978,1/4/2012,34.3,100,  N
54082,KINGS PLAINS (CROYE)                     ,-29.6382,151.4055,1/9/1958,1/2/2022,63.5,100,  N
